id,state,name,address_line1,address_line2,city,district,pin_code
166,Tamil Nadu,"ANNAI DORA COLLEGE OF NURSING (Inst. Code - 328), THENI","SEVANILAYAM.RAJATHANI (PO), AUNDIPATTI TALUK, THENI DISTRICT.","RAJATHANI(PO), AUNDIPATTI TALUK., THENI DISTRICT.",AUNDIPATTI,Theni,625512
167,Tamil Nadu,Annai Fathima College of Education,"Anakudi roadd, Kovilachery,","Kumbakonam, Tanjore",Kumbakonam,Thanjavur,612503
168,Tamil Nadu,ANNAI FATHIMA INSTITUTE OF CATERING ADMINISTRATION ALAMPATTI,"Fathima Nagar, Alamapatti",Thirumangalam,Madurai,Madurai,625706
169,Tamil Nadu,"ANNAI FATHIMA TEACHER TRAINING INSTITUTE, ERODE","Manakkaduvu, Dharapuram",NA,Dharapuram,Tiruppur,638673
170,Tamil Nadu,ANNAI FATIMA COLLEGE OF ARTS & SCIENCE,Fathima Nagar,Alampatti,Thirumangalam,Madurai,625706
171,Tamil Nadu,ANNAI FATIMA INSTITUTE OF CATERING TECHNOLOGY,Fathima Nagar,Alampatti,Thirumangalam,Madurai,625706
172,Tamil Nadu,"Annai Hajira Women's College, Melapalayam, Tirunelveli - 627 005.","Nethaji Road,",VST Pallivasal,Melapalayam,Tirunelveli,627005
173,Tamil Nadu,Annai India College of Education,"BOMMIDI,PAPPIREDDIPATTI,DHARMAPURI",NA,BOMMIDI,Dharmapuri,635301
174,Tamil Nadu,ANNAI INDIRA MEMORIAL TEACHER TRAINING INSTITUTE RAMJINAGAR,Muthukulam,"N.kuttappattu, RamjiNagar",Tiruchirapalli,Tiruchirappalli,620009
175,Tamil Nadu,ANNAI J K K SAMPOORANIAMMAL POLYTECHNIC COLLEGE GOBICHETTIPALAYAM,THOOKKANAICKENPALAYM POST,GOBICHETTIPALAYAM TALUK,GOBICHETTIPALAYAM,Erode,638506
176,Tamil Nadu,"ANNAI J.K.K. TEACHER TRAINING INSTITUTE, KOMARAPALAYAM, NAMAKKAL",Ethirmedu,Valayakaranur post,komarapalayam,Namakkal,638183
177,Tamil Nadu,Annai JKK Sampoorani Ammal College of Education,THOOKKANAICKENPALAYAM POST,GOBICHETTIPALAYAM TALUK,GOBICHETTIPALAYAM,Erode,638506
178,Tamil Nadu,ANNAI MADHA POLYTECHNIC COLLEGE TITTAGUDI,TRICHY MAIN ROAD,EDIACHERUVAI,TITTAGUDI,Cuddalore,606106
179,Tamil Nadu,Annai Mathammal Sheela College of Education,"Erumapatti Post,",Namakkal Dt. Pin : 637 013.,Namakkal,Namakkal,637013
180,Tamil Nadu,Annai Mathammal Sheela Engineering College,ERUMAPATTY,NAMAKKAL,NAMAKKAL,Namakkal,637013
181,Tamil Nadu,"ANNAI MEENAKSHI COLLEGE OF NURSING (Inst. Code - 102), COIMBATORE","Madukkarai Market Road,","P.B.No.4431, Industrial Estate Post,",Coimbatore - 641 021,Coimbatore,641021
182,Tamil Nadu,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,"NH-46, CHENNAI - BENGALURU NATIONAL HIGHWAYS",ARAPPAKKAM,VELLORE,Chennai,632517
183,Tamil Nadu,Annai Saraswathi College of Education,"No.23, Ganesapuram, Manavalanagar,",Thiruvallur,Thiruvallur,Thiruvallur,602002
184,Tamil Nadu,ANNAI TEACHER TRAINING INSTITUTE KOVILACHERRY KUMBAKONAM,"3 Anakudi Road, Kovilacheri,",Kumbakonam,Thanjavur,Thanjavur,612503
185,Tamil Nadu,Annai Terasa Arts & Science College,242/2 SENDARAPATTI MAIN ROAD,KONERIPATTI-PO,THAMMAMPATTI,Salem,636113
186,Tamil Nadu,ANNAI TERASA POLYTECHNIC COLLEGE VEERAPATTI,VEERAPPATTI PANCHAYAT,ILLUPPUR POST TK,ILLUPPUR,Pudukkottai,622102
187,Tamil Nadu,Annai Teresa College of Education,Ariyakudi Post,Karaikudi Taluk,Karaikudi,Sivaganga,630002
188,Tamil Nadu,Annai Teresa College of Engineering,Cuddalore Salem Main Road,Thirunavalur,Villupuram,Viluppuram,607204
189,Tamil Nadu,ANNAI TERESA SCHOOL OF NURSING & PARAMEDICAL SCIENCES ARIYALUR,ANNAI TERESA KALVI NAGAR,JAYANKONDAM,JAYANKONDAM,Ariyalur,621802
190,Tamil Nadu,"ANNAI TERESA SCHOOL OF NURSING AND PARAMEDICAL SCIENCES (Inst. Code - 362), ARIYALUR","SENDURAI ROAD,JAYANKONDAM",NA,JAYANKONDAM,Ariyalur,621802
191,Tamil Nadu,ANNAI THERESA ARTS AND SCIENCE COLLEGE,SADRAS ROAD MANGALAM,THIRUKAZHUKUNDRAM KANCHIPURAM DIST 603109,CHENNAI,Chennai,603109
192,Tamil Nadu,Annai Theresas College of Education for Women,Therespuram,Pavithram,Thiruvannamalai,Tiruvannamalai,606806
193,Tamil Nadu,"ANNAI THERESSA, SCHOOL OF NURSING, SALEM",Kurinji Hospital,5 Roads,SALEM,Salem,636016
194,Tamil Nadu,"Annai Vailankanni College of Arts and Science, V.O.C. Nagar, Thanjavur - 613 007.","Caramel Stopping,Thanjavur",Near MadhaKottai Road,Thanjavur,Thanjavur,613007
195,Tamil Nadu,Annai Vailankanni College of Engineering,"AVK NAGAR, POTTALKULAM",AZHAGAPPAPURAM POST,KANYAKUMARI DISTRICT,Kanniyakumari,629401
196,Tamil Nadu,"ANNAI VEILANKANNI S PHARMACY COLLEGE (Inst. Code - 118), CHENNAI",NO 81 V G P SALAI,SAIDAPET,CHENNAI,Chennai,600015
197,Tamil Nadu,ANNAI VEILANKANNI TEACHER TRAINING INSTITUTE PUDUR,"81,VGP SALAI, WEST SAIDAPET, CHENNAI 15","81,VGP SALAI, WEST SAIDAPET, CHENNAI 15",CHENNAI,Chennai,600015
198,Tamil Nadu,ANNAI VEILANKANNIS COLLEGE OF ARTS AND SCIENCE,"81, VGP SALAI",WEST SAIDAPET,CHENNAI- 600 015,Chennai,600015
199,Tamil Nadu,Annai Veilankannis College of Education,"81.V.G.P SALAI ,WEST SAIDAPET,",CHENNAI-15,CHENNAI,Kancheepuram,600015
200,Tamil Nadu,"ANNAI VEILANKANNIS COLLEGE OF NURSING (Inst. Code - 352), CHENNAI","33/1 Gandhi Road, Nedungundrum, Chennai",NA,Chennai,Chennai,600048
201,Tamil Nadu,"Annai Velankanni College, Tholayavattam 629 157. Kanyakumari District",Tholayavattam,Karungal (via),Karungal,Kanniyakumari,629157
202,Tamil Nadu,ANNAI VELANKANNI POLYTECHNIC COLLEGE ANGUCHETTYPALAYAM,"453 SALAM MAIN ROAD, ANGUCHETTYPALAYAM","SIRUVATHUR POST, PANRUTI TALUK",PANRUTI,Cuddalore,607106
203,Tamil Nadu,ANNAI VELU TEACHER TRAINING INSTITUTE,"v.gopalapuram, m.pudhupatti(p.o)",t.kallupatti(via),madurai-625702,Madurai,625702
204,Tamil Nadu,ANNAI VIOLET COLLEGE FOR WOMEN,"53,VIOLET COLLEGE ROAD, MENAMBEDU",AMBATTUR,CHENNAI,Chennai,600053
205,Tamil Nadu,"Annai Women's College, Aurobindo Nagar, TNPL Road, Punnamchathiram, Karur 639 136.","Annai Women's College, Aurobindo Nagar, TNPL Road, Punnamchathiram, Karur 639 136.","Annai Women's College, Aurobindo Nagar, TNPL Road, Punnamchathiram, Karur 639 136.",Karur,Karur,639136
206,Tamil Nadu,ANNAMALAI POLYTECHNIC COLLEGE CHETTINAD,CHETTINAD,NA,CHETTINAD,Sivaganga,630102
207,Tamil Nadu,"Annamalai University, Annamalainagar",Annamalai University,Annamalainagar -608002,Chidambaram,Cuddalore,608002
208,Tamil Nadu,Annamalaiar College of Engineering,Polur to Chetpet Mani Road,Mudaiyur,Polur,Tiruvannamalai,606902
209,Tamil Nadu,"Annammal college of Education for women, (Aided)",Thiruchendur Road,Thoothukudi - 628003,Thoothukudi,Thoothukkudi,628003
210,Tamil Nadu,"ANNAMMAL COLLEGE OF NURSING (Inst. Code - 308), KANYAKUMARI",Annammal Hospital Campus,Kuzhithurai,Marthandam,Kanniyakumari,629163
211,Tamil Nadu,Annapoorana Engineering College,"NH-47, SANKARI MAIN ROAD",PERIYASEERAGAPADI,SALEM,Salem,636308
212,Tamil Nadu,"ANNAPOORANA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 491), SALEM",Sankari main road (NH 47),Veerapandi union,Salem,Salem,636308
213,Tamil Nadu,"ANNASAMY RAJAMMAL COLLEGE OF NURSING (Inst. Code - 304), TIRUNELVELI","6/373, Tamilur, Athiyoothu, Andipatti Road, Adikkalapattinam (po)","Alangulam (Tk), Tirunelveli (Dt)- 627 808",Alangulam,Tirunelveli,627808
214,Tamil Nadu,ANNDAVAR POLYTECHNIC COLLEGE ALUKKULI,"Sathy Main Road, Kovai Pirivu","Alukkuli (Po), Gobichettipalyam",Gobichettipalayam - 638 453,Erode,638453
215,Tamil Nadu,Ansaldo College of Education,Maruthuvampadi Village & Post,Chetpet,Polur TK,Tiruvannamalai,606801
216,Tamil Nadu,ANTHONIAMMAL COMMUNITY COLLEGE - AACC (Inst.Code - 517),"Thirumalaigarden-Extn, Vellachimandabam, Ariyalur Main road,Thiruvaiyaru, Thanjavur .DT,Pincode-613204",NA,Thanjavur,Thanjavur,613204
217,Tamil Nadu,"ANUGRAHA INSTITUTE OF SOCIAL SCIENCES, DINDIGUL",Nochiodaipatti,NA,Dindigul,Dindigul,624003
218,Tamil Nadu,APOLLO ARTS AND SCIENCE COLLEGE,"MEVALURKUPPAM VILLAGE, VALARPURAM POST","SRIPERUMBUDUR TAK, KANCHEEPURAM DIST",CHENNAI,Chennai,602105
219,Tamil Nadu,Apollo College of Education,Mevaloorkuppam,Valarpuram (po),Chennai,Kancheepuram,602105
220,Tamil Nadu,"APOLLO COLLEGE OF NURSING (Inst. Code - 128), CHENNAI",Vanagaram to Ambattur Main Road,Ayanambakkam,Chennai,Chennai,600095
221,Tamil Nadu,Apollo Engineering College,Mevaloorkuppam,Valarpuram Post,Sriperumbudur Taluk,Kancheepuram,602105
222,Tamil Nadu,"APOLLO HOSPITAL ENTERPRISE LIMITED (A UNIT OF APOLLO HOSPITALS EDUCATIONAL TRUST) (Inst.Code - 579), CHENNAI",Apollo Annexe building.,"16 Wallace garden, 1st. street",Chennai,Chennai,600006
223,Tamil Nadu,"APOLLO HOSPITALS (A UNIT OF APOLLO HOSPITALS EDUCATIONAL TRUST) (Inst. Code - 407), CHENNAI","NO. 21, Off Greams Lane",Greams Road,Chennai- 600 006,Chennai,600006
224,Tamil Nadu,"APOLLO INSTITUTE OF HOSPITAL MANAGEMENT & ALLIED SCIENCES (A UNIT OF APOLLO HOSPITALS EDUCATIONAL TRUST) (Inst. Code - 371), CHENNAI","168/85, Ayanambakkam,","Vanagaram to Ambattur Main Road,",Chennai,Chennai,600095
225,Tamil Nadu,"APOLLO MED SKILLS LIMITED (A UNIT OF APOLLO HOSPITALS EDUCATIONAL TRUST) (Inst.Code - 597), CHENNAI","No.289, Vikram studios Building, II Floor,","West sivan koil street , Vadapalani ,",Chennai,Chennai,600026
226,Tamil Nadu,APOLLO POLYTECHNIC COLLEGE -PANRUTI VILLAGE,Panrutti Village,Near Oragadam,Sriperumbudur Taluk,Kancheepuram,631604
227,Tamil Nadu,Apollo Priyadarshanam Institute of Technology,"Panrutti Village, Near Oragadam Junction, Sriperumbudur Taluk,","Tambaram- Kancheepuram Highways, 631604",Chennai,Kancheepuram,631604
228,Tamil Nadu,APOLLOS DAVID TEACHER TRAINING INSTIUTE SANKRNKOIL,"31,PAMPUKOVIL SANTHAI ROAD","T.N.PUTHUKUDI, PULIYANGUDI",SANKARANKOVIL,Tirunelveli,627855
229,Tamil Nadu,APPOLLOS TEACHER TRAINING INSTITUTE UDUMALPET,39/5 URALPATTI,"URALPATTI-Post,UDUMALPET TALUK",TIRUPUR,Ramanathapuram,642204
230,Tamil Nadu,AR SCHOOL OF BUSINESS,"MADURAI ROAD(NH-7), J.OOTHUPATTY","JAMBUDURAIKOTTAI VILLAGE, NILAKKOTAI TALUK",DINDIGUL,Madurai,624206
231,Tamil Nadu,"ArakkonamArts&Science College,M.R.F.Nagar,Ichiputhur,Arakkonam-632 521",M.R.F. NAGAR,ICHIPUTHUR,ARAKKONAM,Vellore,631003
232,Tamil Nadu,Arasan Ganesan College of Preceptors,18 CHAIRMAN A,SHUNMUGAM ROAD,SIVAKASI,Virudhunagar,626123
233,Tamil Nadu,ARASAN GANESAN POLYTECHNIC COLLEGE AMATHUR,VIRUDHUNAGAR MAIN ROAD,ANAIKUTTAM POST,SIVAKASI,Virudhunagar,626130
234,Tamil Nadu,Arasu College of Education for Women,Panduthakaranpudur,Manmangalam (Post) & (Taluk),Karur,Karur,639006
235,Tamil Nadu,Arasu Engineering College,"Chennai Main Road,",Thiruvisainallur,Kumbakonam,Thanjavur,612501
236,Tamil Nadu,ARAVIND EYE HOSPITAL & PG INSTITUTE OF OPHTHALMOLOGY (Inst.Code - 376),"NO.1, ANNA NAGAR,",NA,MADURAI,Madurai,625020
237,Tamil Nadu,"ARAVIND EYE HOSPITAL (Inst. Code - 470), THENI","371,Periyakulam Road",Allinagaram,Theni,Theni,625531
238,Tamil Nadu,"ARAVIND EYE HOSPITAL (Inst. Code - 471), TIRUNELVELI",NO:1 S.N.HIGH ROAD,NA,Tirunelveli Junction,Tirunelveli,627001
239,Tamil Nadu,"ARAVIND EYE HOSPITAL (Inst. Code - 472) , COIMBATORE","1502, Avinashi Road",Coimabatore,Coimbatore,Coimbatore,641014
240,Tamil Nadu,"ARAVIND EYE HOSPITALAND PG INSTITUTE OF OPHTHAMOLOGY (Inst. Code - 043), MADURAI","NO.1, ANNA NAGAR",NA,MADURAI,Madurai,625020
241,Tamil Nadu,ARAVINDAR POLYTECHNIC COLLEGE AMBATHURAI,NEAR ALAGIRI SPINNING MILLS,AMBATHURAI,DINDIGUL,Dindigul,624302
242,Tamil Nadu,Aravindhar College of Education,Thenpallipattu Village,Kalasapakkam Post,Tiruvannamalai,Tiruvannamalai,606751
243,Tamil Nadu,Archana Institute of Technology,NH-7 SALEM MAIN ROAD,THIMMAPURAM,KRISHNAGIRI,Krishnagiri,635112
244,Tamil Nadu,Arcot Lutheran Church College of Education,27/A MAIN ROAD,JEEVA NAGAR,NELLIKUPPAM,Cuddalore,607105
245,Tamil Nadu,"Arcot Sri Mahalaalakshmi Women's institute ofmanagement &Computer Applications,Arcot-Arni Road,Villapakkam-632521","Arcot-Arni Main Road villapakkam ,632521",NA,Arcot,Vellore,632521
246,Tamil Nadu,"ARCOT SRI MAHALAKSHMI WOMEN S COLLEGE OF NURSING (Inst. Code - 366), VELLORE","Arcot Thimiri Main Road,",Villapakkam,Vellore,Vellore,632521
247,Tamil Nadu,Arcot Sri Mahalakshmi Women's College of Education,"Arcot - Arni Main Road,",Villapakkam,Arcot,Vellore,632521
248,Tamil Nadu,ARCOT SRI MAHALAKSHMI WOMENS INSTITUTE OF TTI ARCOT,Arcot - Arni main Road,Villapakkam,Arcot,Vellore,632521
249,Tamil Nadu,"ArcotSriMahalakshmiWomen""s College,Arni M,Villapakkam-632 521ain Road","Arcot-Arni Road,Villapakkam-632521",NA,Arcot,Vellore,632521
250,Tamil Nadu,"Aries arts And Science College for women,Karunkuzhi, Vadalur-607 303",Karunkuzhi,vadalur,NA,Cuddalore,607303
251,Tamil Nadu,ARIES POLYTECHNIC COLLEGE KURUNJIPADI,KARUNKUZHI & POST,VADALUR,CUDDALORE,Cuddalore,607303
252,Tamil Nadu,Arignar Anna College (Arts & Science),JAKKAPPA NAGAR FIRST CROSS,NA,KRISHNAGIRI,Krishnagiri,635001
253,Tamil Nadu,"Arignar Anna College, Aralvaimoli 629 301 Kanyakumari District","MAIN ROAD, ARALVAIMOLI,",KANYAKUMARI DISTRICT. 629 301,ARALVAIMOLI,Kanniyakumari,629301
254,Tamil Nadu,"Arignar Anna Government Arts College, ATTUR",VADACHENNIMALAI,ATTUR 636 121,SALEM DISTRICT,Namakkal,636121
255,Tamil Nadu,"Arignar Anna Government Arts College, NAMAKKAL",Sanyasikaradu (PO),NA,Namakkal,Namakkal,637002
256,Tamil Nadu,"Arignar Anna Govt. Arts College, Villupuram-605 602",The Principal,Arignar Anna Govt. Arts College,Villupuram,Viluppuram,605602
257,Tamil Nadu,"Arignar Anna Govt.Arts College,Cheyyar-602 407","Arcot Road,",Cheyyar - 604 407,Cheyyar,Tiruvannamalai,604407
258,Tamil Nadu,"Arignar Anna Govt.Arts Collegefor Women,Walajapet-632513.",MBT ROAD,WALAJAPET,WALAJAPET VELLORE DISTRICT,Vellore,632513
259,Tamil Nadu,Arignar Anna Institute of Science and Technology,G JAYARAMA NAGAR,PENNALUR VILLAGE & POST,SRIPERUMBUDUR - 602117,Kancheepuram,602117
260,Tamil Nadu,ARINGAR ANNA INSTITUTE OF DIPLOMA IN NURSING AIDE (inst. Code - 602),"17/A,Nirmala Nagar",Chetpet,Chetpet,Tiruvannamalai,606801
261,Tamil Nadu,ARINGAR ANNA INSTITUTE OF MANAGEMENT STUDIES AND COMPUTER APPLICATION,"Dr G Jayarama Nagar , Pennalur",Sriperumbudur,Chennai,Chennai,602105
262,Tamil Nadu,ARINGAR ANNA TEACHER TRAINING INSTITUTE VEDARANIAM,KATHARIPULAM SOUTH,KURAVAPULAM - POST,VEDARANIAM,Nagapattinam,614808
263,Tamil Nadu,"ARINGAR ANNA TEACHER TRAINING INSTITUTE, THOOTHUKUDI","81,81A Toovipuram 3rd Street,",0,Thoothukudi,Thoothukkudi,628003
264,Tamil Nadu,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY,145/1A1,METTUPATTY VILLAGE,PALANI,Dindigul,624616
265,Tamil Nadu,ARIYALUR ENGINEERING COLLEGE,"NH 227,Trichy - Chithambaram Main Road",Mela Karuppur,Ariyalur,Ariyalur,621704
266,Tamil Nadu,ARJUN COLLEGE OF TECHNOLOGY,"CHETTIYAKKAPALAYAM, THAMARAIKULAM - NEGAMAM ROAD",KINATHUKADAVU,COIMBATORE,Coimbatore,642120
267,Tamil Nadu,"Arputha College of Arts & Science, Arputha Nagar, Vamban - 622 303.",Arputha Nagar-Vamban-622303,Alangudi(TK),Pudukkottai,Pudukkottai,622303
268,Tamil Nadu,Arputha Jothi College of Teacher Education,"NO.4., ARPUTHA NAGAR,",KEERAMBUR(POST),NAMAKKAL,Namakkal,637207
269,Tamil Nadu,ARTHUR ASIRVATHAM HOSPITAL (Inst.Code - 563),"42-A, KURUVIKARAN SALAI,","ANNA BUS STAND,",MADURAI,Madurai,625020
270,Tamil Nadu,ARUL ANANDAR COLLEGE,ANANDA NAGAR,KARUMATHUR - 625514,MADURAI,Madurai,625514
271,Tamil Nadu,"ARUL INSTITUTE OF PARAMEDICAL SCIENCES AND RESEARCH, (Inst. Code - 625), Chennai","No.23/2, 56/2, Venugopalaswami Koil Street",Perambur,Chennai,Chennai,600011
272,Tamil Nadu,ARULMIGU CHANDIKESWARAR POLYTECHNIC COLLEGE KARUMATHAMPATTI,Prema Ravi Nagar,Karumathampatti,Coimbatore,Coimbatore,641659
273,Tamil Nadu,Arulmigu Kalasalingam College of Education,"ANAND NAGAR, KRISHNANKOVIL 626126",SRIVILLIPUTTUR TALUK,SRIVILLIPUTTUR,Virudhunagar,626126
274,Tamil Nadu,"ARULMIGU KALASALINGAM COLLEGE OF PHARMACY (Inst. Code - 049), VIRUDHUNAGAR","Anand Nagar, Krishnankoil",Srivilliputtur(Tk),Pin-626 126,Virudhunagar,626126
275,Tamil Nadu,ARULMIGU KALASALINGAM POLYTECHNIC COLLEGE NATHAMPATI,ANAND NAGAR,KRISHNANKOIL,SRIVILLIPUTTUR (TALUK),Virudhunagar,626126
276,Tamil Nadu,ARULMIGU KALASALINGAM TEACHER TRAINING INSTITUTE,"ANAND NAGAR , KRISHNANKOIL 626 126",KRISHNANKOIL 626 126,SRIVILLIPUTTUR,Virudhunagar,626126
277,Tamil Nadu,ARULMIGU KALLALAGAR POLYTECHNIC COLLEGE ATTUKKULAM,RATHINAM NAGAR,ATTUKULAM,MELUR MADURAI,Madurai,625106
278,Tamil Nadu,"Arulmigu Kumara Gurupara Swamigal Arts College, Padmanabhamangalam P.O, Srivaikuntam, Tuticorin Dist - 628 619.",Arulnandhi nagar,Padmanabamangalam,Srivaikuntam.,Thoothukkudi,628619
279,Tamil Nadu,Arulmigu Meenakshi Amman College of Education,"Perunkozhi Village,",Malliyankaranai X Road,Uthiramerur,Kancheepuram,603406
280,Tamil Nadu,Arulmigu Meenakshi Amman College of Engineering,"Vadamavandal,Namandi Post,","Cheyyar taluk,",Vadamavandal,Tiruvannamalai,604410
281,Tamil Nadu,"Arulmigu Palaniandavar Arts College for Women, Palani","Arulmigu Palaniandavar Arts College for Women, Chinnakalayamputhur(PO), Palani","Dindigul (DT), Tamil Nadu - 624 615, India.",Palani,Dindigul,624615
282,Tamil Nadu,ARULMIGU PALANIANDAVAR POLYTECHNIC COLLEGE PALANI-,"Dindigul Road,Palani",NA,Palani,Dindigul,624601
283,Tamil Nadu,"Arulmigu Pannirupidi Ayyan College of Arts & Science, Vagaikulam, Nanguneri (TK) Tirunelveli Dist - 627 108.","Arulmigu pannirupidi Ayyan college of Arts & Science, Vagaikulam",Nanguneri-627108,Tirunelveli,Tirunelveli,627108
284,Tamil Nadu,ARULMIGU SENTHILANDAVAR POLYTECHNIC COLLEGE TENKASI,AYIKUDI ROAD,NA,TENKASI -627 811,Tirunelveli,627811
285,Tamil Nadu,ARULMIGU THIRUPURASUNDARI AMMAN POLYTECHNIC COLLEGE EGAI,"EGAI VILLAGE,PULIYUR POST, VIA THIRUKALUKUNDRAM",PIN : 603109,THIRUKALUKUNDRAM,Kancheepuram,603109
286,Tamil Nadu,ARULMURUGA TECHNICAL CAMPUS,ARULMURUGAN COLLEGE OF ENGINEERING,THENNILAI,KARUR,Coimbatore,639206
287,Tamil Nadu,ARULMURUGAN POLYTECHNIC COLLEGE THENNILAI WEST,THENNILAI,"ARAVAKURICHY TK, KARUR",KARUR,Karur,639206
288,Tamil Nadu,Arumugam Nallamani College of Education,Thiruppalai,Madurai - 14,Madurai,Madurai,625014
289,Tamil Nadu,ARUMUGAM NALLAMANI TEACHER TRAINING INSTITUTE SRI RAM NALLAMANI PUBLIC CHRT 70 TPK ROAD,NALLAMANI NAGAR KODIKURICHI,TENKASI,TIRUNELVELI,Tirunelveli,627804
290,Tamil Nadu,Arumugam Pillai Seethai Ammal College of Education,vallal arumugampillai road,NA,thiruppatur,Sivaganga,630211
291,Tamil Nadu,"Arumugam Pillai Seethaiammal College, Tiruppathur","VALLAL ARUMUGAM PILLAI ROAD, TIRUPPATTUR",SIVAGANGAI DISTRICT - PIN 630 211,NA,Sivaganga,630211
292,Tamil Nadu,ARUMUGAM TEACHER TRAINING INSTITUTE GANDHI RO ALANGUNDY,"408/2, JESU COMPLEX GANDHI ROAD","ALANGUDI, 622301",PUDUKKOTTAI,Pudukkottai,622301
293,Tamil Nadu,Arun College of Education,"Arun nagar, Vallam",NA,Thanjavore,Thanjavur,613403
294,Tamil Nadu,"ARUN COLLEGE OF NURSING (Inst. Code - 342), VELLORE","NO.15 THIYAGARAJAPURAM, VELLORE-01","NO.15 THIYAGARAJAPURAM, VELLORE-01",VELLORE,Vellore,632202
295,Tamil Nadu,"ARUN COLLEGE OF PARAMEDICAL SCIENCES (Inst. Code - 498), VELLORE","NO.15, THIYAGARAJAPURAM, VELLORE 01","NO.15, THIYAGARAJAPURAM, VELLORE 01",VELLORE,Vellore,632001
296,Tamil Nadu,"Arun Krishna college of Arts &Science,Valaiyampattu Road,Chengam -6-6 701",valaiyampattu road,chengam,chengam,Tiruvannamalai,606701
297,Tamil Nadu,ARUNA MAZHAI TEACHER TRAINING INSTITUTE KEELARAJA VEETHI MANNARGUDI,KUMARAPURAM,MELAVASAL,MANNARGUDI,Thiruvarur,614001
298,Tamil Nadu,"Aruna Vidya Arts & science college,Kannakurukkai Village,Chegam Taluk",Kannakurkkai Village,Chengam Taluk,Tiruvannamalai,Tiruvannamalai,606704
299,Tamil Nadu,Arunachala College of Education,Chengam Road,Ottakudisal Village,Tiruvannamalai,Tiruvannamalai,606601
300,Tamil Nadu,Arunachala College of Engineering for Women,Thanka Gardens,"Manavilai, Vellichanthai - Post",Nagercoil,Kanniyakumari,629203
301,Tamil Nadu,Arunai College of Education,"SF.No: 68/2C, Nallanpillaipetral",Pallikondapattu Post,Tiruvannamalai,Tiruvannamalai,606611
302,Tamil Nadu,Arunai College of Engineering,"VELU NAGAR,",MATHUR,TIRUVANNAMALAI,Tiruvannamalai,606603
303,Tamil Nadu,Arunai Engineering College,Chittoor - Cuddalore Road,Velu Nagar,Tiruvannamalai,Tiruvannamalai,606603
304,Tamil Nadu,"ARUNAI INSTITUTE OF NURSING EDUCATIONAND RESEARCH (Inst. Code - 350), THIRUVANNAMALAI","Then mathur, Velu nagar","Then mathur, Velu nagar",Tiruvannamalai,Tiruvannamalai,606003
305,Tamil Nadu,ARUNESAR TEACHER TRAINING INSTITUTE KILNATCHIPUTTU,New by Pass Road,Kilnachipattu,Thiruvannamalai,Tiruvannamalai,606611
306,Tamil Nadu,"Arunesha College of Arts &Science for women,Venugopalapuram,Kilnathur,Post- 606 611","New Bye pass road, Kilnachipattu,",Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,606611
307,Tamil Nadu,"Arungarai Amman College of Arts & Science, Chinnatharapuram, Aravakkurichi, Karur - 639 202.",CHINNADHARAPURAM,KARUR - DT,TAMIL NADU,Karur,639202
308,Tamil Nadu,"ARVINTH COLLEGE OF NURSING (Inst. Code - 279), NAMAKKAL","2/191,Trichy Main Road,Ellaikkalmedu.","MettuPatty(po),Namakkal-637020",Namakkal,Namakkal,637020
309,Tamil Nadu,As-Salam College of Engineering and Technology,Thirumangalakudi (PO),Thiruvidaimaruthur (TK),Kumbakonam,Thanjavur,612102
310,Tamil Nadu,ASAN MEMORIAL COLLEGE OF ARTS AND SCIENCE,Velachery-Tambaram Road,Pallikarai,Chennai,Chennai,600100
311,Tamil Nadu,Asan Memorial College of Engineering and Technology,"""Asan Nagar"", 9th Km, Chengalpattu-Mahabalipuram Highway","Post Box No: 6,",Chengalpattu,Kancheepuram,603001
312,Tamil Nadu,"ASAN MEMORIAL DENTAL COLLEGE AND HOSPITAL (Inst. Code - 501), KANCHEEPURAM","Asan Nagar, Oragadam Road,","Keerapakkam village, Chengalpattu - 603 105",NA,Kancheepuram,603105
313,Tamil Nadu,ASIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,"ASIAN COLLEGE ROAD, KONDAYAMPALAYAM",NEAR SARAVANAMPATTI,COIMBATORE,Coimbatore,641110
314,Tamil Nadu,ASIAN INSTITUTE OF MEDICAL ACADEMY (Inst.Code - 531),"NO:100,BAZAAR STREET,VANDAVASI.",NEAR GOVT.GIRLS.HR.SEC.SCHOOL,VANDAVASI,Tiruvannamalai,604408
315,Tamil Nadu,ASIR TEACHER TRAINING INSTITUTE FOR WOMEN VADAKANGULAM,PATHINATHAPURAM,(VIA) VADAKANGULAM,VADAKANGULAM,Tirunelveli,627116
316,Tamil Nadu,ASL Pauls College of Engineering and Technology,Solavampalayam Village &Panchayat,NA,Pollachi,Coimbatore,641032
317,Tamil Nadu,Assefa College of Education,"62, Silarpatti (post ), Peraiyur (TK), Madurai",Pincode : 625702,Madurai,Madurai,625702
318,Tamil Nadu,ASSEFA-SARVA SEVA TEACHER EDUCATION INSTITUTE CHEYYUR,Pooriyampakkam Village,Chithamur,Chithamur,Kancheepuram,603313
